base_var, ray_var, working_set_ratio, object_store_size,object_size,baseline_pipeline,ray_pipeline
0.0005307742291636705,0.09246028068467173,1,1000000000,10000000,0.6041031275031855,0.7208989030012163
0.00035332365877883157,0.09765048904101746,1,1000000000,20000000,0.4195198672969127,0.5319798511103727
0.07698357738117054,0.0019634219576345636,1,1000000000,40000000,0.4990800170984585,0.3846013820992084
0.09628290919862151,0.016382290354510824,1,1000000000,80000000,0.5778775894985302,0.4768467982066795
1.8782247451136147,0.01100466684676988,1,1000000000,160000000,1.4809118078002939,0.34920091590611263
0.0193224100897352,0.011274720947252478,1,4000000000,10000000,6.926722784110462,6.916654694097815
0.003945504958792252,0.056938150043578564,1,4000000000,20000000,2.187174361405778,2.259979776002001
0.0018495536468652919,0.06124928798870165,1,4000000000,40000000,1.5407914834999246,1.6447148944978836
0.006453172865383069,0.04249233495326401,1,4000000000,80000000,1.401778522701352,1.4892196749075084
0.04677912647914287,0.07414879996720605,1,4000000000,160000000,1.9276851004979108,1.7717550964996918
0.0010262121813936931,0.0616837111863465,2,1000000000,10000000,1.1501775122975233,1.7624050384998555
0.0012568128265289503,0.1191968702188118,2,1000000000,20000000,0.7977326870051911,1.0170526845991845
0.0019529580148045372,0.07424921858532965,2,1000000000,40000000,0.6690380062995246,1.0549697236041538
0.8118400810579521,0.040861035667873725,2,1000000000,80000000,1.2999110163014849,1.1615153516031569
1.0795392531605217,22.88252950503854,2,1000000000,160000000,1.1399961374991108,4.4798972757009325
0.11634175003073785,0.5451676848237664,2,4000000000,10000000,14.834928338497411,18.751076432398985
0.035458237552765705,0.14584454948106051,2,4000000000,20000000,4.187407292597345,6.3037387135002065
0.010685595058573754,7.655564232623121,2,4000000000,40000000,3.0646454295987495,4.2686474299960535
0.009975963409991396,0.012530933905998517,2,4000000000,80000000,2.3839752201980446,3.6840134050988125
0.004125919244100531,0.014658545840357496,2,4000000000,160000000,2.9573645716009196,4.507044317401596
0.0032833474264513524,4.856389971011512,4,1000000000,10000000,2.4636264522967393,4.367235570601769
0.004092474424944545,0.07505553686006325,4,1000000000,20000000,1.5085749922000105,2.0023842182010414
0.0013663921023962004,0.05784903898397287,4,1000000000,40000000,1.3709941255947342,1.9310803194879553
1.649829488017182,0.06343984374882104,4,1000000000,80000000,2.142770970001584,2.1128490531031274
1.7063576257500856,2.085091182867685,4,1000000000,160000000,3.1220513744978233,5.947480152299977
0.48995256264258885,9.946167075718439,4,4000000000,10000000,30.58703049540054,61.59364565409487
0.1878104527418897,67.77178655952596,4,4000000000,20000000,31.42454182030051,42.13650405620283
0.11805286173151752,30.494178854589087,4,4000000000,40000000,30.79185479970183,30.792055033001816
6.074645168695928,160.9868389829158,4,4000000000,80000000,27.069696988997748,36.08551704039856
8.055517744363213,67.77704983337051,4,4000000000,160000000,23.506901584600563,33.120963872800345
0.00460160028196659,1.731800649382149,8,1000000000,10000000,5.129896584001836,7.682162354196771
0.011288232187609593,0.08573455616135153,8,1000000000,20000000,3.0393582145014078,3.940609193095588
0.005375563215444139,0.06438602040130899,8,1000000000,40000000,2.8894845758011796,3.646235923198401
0.5316777391051042,0.09609276950854692,8,1000000000,80000000,3.703512466195389,4.0052445795037785
3.727228611506066,9.573317320423353,8,1000000000,160000000,6.347677823199774,9.755769121905905
2.0677998727015043,9.96096939947783,8,4000000000,10000000,62.197693412203805,208.63205595730398
0.06150592040901628,45.28172013840714,8,4000000000,20000000,36.84225903089973,165.94475765050157
5.971848444668765,33.78356831373292,8,4000000000,40000000,39.089109363604805,153.82443757889558
0.6161706951230919,180.31195673834173,8,4000000000,80000000,36.204760899298705,155.62581873090238
0.2713006329333981,69.88278222106277,8,4000000000,160000000,30.609827931504697,152.4205096393038
