scheduling_decision,original_request_id,matched_replica_request_id
FIFO,04fe4a52-2bdb-411e-8851-9754b8fab96d,04fe4a52-2bdb-411e-8851-9754b8fab96d
FIFO,917807ca-5955-4889-9863-c350b4572a67,63f58d8c-9372-41dd-8cb8-e178512ff200
FIFO,63f58d8c-9372-41dd-8cb8-e178512ff200,14dd51a6-63ef-45c7-b416-ceef41070e0d
FIFO,14dd51a6-63ef-45c7-b416-ceef41070e0d,bbfd801e-6325-450d-b759-850ba41888b4
FIFO,bbfd801e-6325-450d-b759-850ba41888b4,917807ca-5955-4889-9863-c350b4572a67
FIFO,0e7dd86e-494d-4ccd-8694-71fc02849837,bd5f83f3-2e15-416f-9992-35f584d5bd29
FIFO,bd5f83f3-2e15-416f-9992-35f584d5bd29,fa5d4cee-cb73-43af-a5be-775bc31e0596
FIFO,fa5d4cee-cb73-43af-a5be-775bc31e0596,2e5514b3-27ba-4484-8d5e-e8a4c2340cde
FIFO,2e5514b3-27ba-4484-8d5e-e8a4c2340cde,0e7dd86e-494d-4ccd-8694-71fc02849837
FIFO,ad12334b-5426-4920-b465-05d29113999b,ad12334b-5426-4920-b465-05d29113999b
FIFO,6464733f-6b7f-4a8b-98e5-b4505e9803e8,3cdcc15f-07ea-492f-ba14-a0014c944ba7
FIFO,3cdcc15f-07ea-492f-ba14-a0014c944ba7,195fc61b-3e72-473c-9919-eb4b47b214dc
FIFO,fbd1f2b4-4735-4fee-b583-578d3ac793fc,0f15cf1f-727e-44f2-bad6-007500b07503
FIFO,0f15cf1f-727e-44f2-bad6-007500b07503,6464733f-6b7f-4a8b-98e5-b4505e9803e8
FIFO,b0b7de9f-0926-4089-b0b1-aa243e72c87e,fbd1f2b4-4735-4fee-b583-578d3ac793fc
FIFO,91412e08-5a9e-499f-9f6a-9fd148bef333,e1a12810-563d-40e9-aacc-631cf31967de
FIFO,9c6a989d-daa9-4040-b26c-d2f3a54d19db,b0b7de9f-0926-4089-b0b1-aa243e72c87e
FIFO,769d34fc-0a86-4d8a-a6dd-7c40e6325c89,9c6a989d-daa9-4040-b26c-d2f3a54d19db
FIFO,195fc61b-3e72-473c-9919-eb4b47b214dc,58f030dd-61cc-4f4a-97ac-2d6b5eb0d529
